deviceId,deviceName,description,channelType,driver,retryInterval,commTimeout,deviceSeries,series,addr,port,varNumber,isActive,isConnected,unitIdentifier,updateTime
2d613f3a-d30b-4892-9435-bf896ce9ed09,HLPLCR003,横岭 欧姆龙CJ2M,Ethernet,OMRON_Ethernet,30,3000,CJ_Ethernet,"[""欧姆龙"",""CJ_Ethernet"",""OMRON_Ethernet""]",14.168.130.20,0,0,,,0,
